scene0707_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0707_00/scene0707_00_60_sub.bin
scene0741_00_780: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_780_sub.bin
  scene0757_00_2535: FAIL
  scene0765_00_0: FAIL
  scene0766_00_150: FAIL
scene0741_00_870: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_870_sub.bin
  scene0780_00_1215: FAIL
  scene0717_00_150: FAIL
  scene0785_00_1035: FAIL
scene0741_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_915_sub.bin
  scene0796_00_0: FAIL
  scene0755_00_0: FAIL
  scene0752_00_0: FAIL
scene0741_00_960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_960_sub.bin
  scene0720_00_0: FAIL
  scene0761_00_2040: FAIL
  scene0774_00_0: FAIL
scene0741_00_1005: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1005_sub.bin
  scene0788_00_870: FAIL
  scene0774_00_0: FAIL
  scene0717_00_150: FAIL
scene0741_00_1035: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1035_sub.bin
  scene0718_00_0: FAIL
  scene0761_00_0: FAIL
  scene0796_00_0: FAIL
scene0741_00_1050: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1050_sub.bin
  scene0802_00_930: FAIL
  scene0718_00_0: FAIL
  scene0747_00_0: FAIL
scene0741_00_1095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1095_sub.bin
  scene0757_00_4050: FAIL
  scene0784_00_900: FAIL
  scene0707_00_240: FAIL
scene0741_00_1245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1245_sub.bin
  scene0790_00_0: FAIL
  scene0788_00_0: FAIL
  scene0785_00_735: FAIL
scene0741_00_1335: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1335_sub.bin
  scene0801_00_0: FAIL
  scene0781_00_555: FAIL
  scene0739_00_0: FAIL
scene0741_00_1395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1395_sub.bin
  scene0801_00_0: FAIL
  scene0781_00_0: FAIL
  scene0784_00_900: FAIL
scene0741_00_1425: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1425_sub.bin
  scene0784_00_0: FAIL
  scene0733_00_0: FAIL
  scene0747_00_0: FAIL
scene0741_00_1500: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1500_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0781_00_555: FAIL
scene0741_00_1575: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1575_sub.bin
  scene0757_00_2535: FAIL
  scene0765_00_0: FAIL
  scene0777_00_0: FAIL
scene0741_00_1695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1695_sub.bin
  scene0799_00_255: FAIL
  scene0770_00_870: FAIL
  scene0738_00_0: FAIL
scene0741_00_1725: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1725_sub.bin
  scene0716_00_270: FAIL
  scene0736_00_4260: FAIL
  scene0760_00_0: FAIL
scene0741_00_1755: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1755_sub.bin
  scene0738_00_0: FAIL
  scene0793_00_1245: FAIL
  scene0805_00_645: FAIL
scene0741_00_1800: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1800_sub.bin
  scene0780_00_1215: FAIL
  scene0772_00_435: FAIL
  scene0755_00_0: FAIL
scene0741_00_1890: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1890_sub.bin
  scene0738_00_0: FAIL
  scene0722_00_375: FAIL
  scene0781_00_1620: FAIL
scene0741_00_1920: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1920_sub.bin
  scene0736_00_4260: FAIL
  scene0760_00_0: FAIL
  scene0783_00_0: FAIL
scene0741_00_1980: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_1980_sub.bin
  scene0801_00_0: FAIL
  scene0722_00_0: FAIL
  scene0781_00_555: FAIL
scene0741_00_2010: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_2010_sub.bin
  scene0802_00_930: FAIL
  scene0758_00_0: FAIL
  scene0760_00_0: FAIL
scene0741_00_2025: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_2025_sub.bin
  scene0784_00_900: FAIL
  scene0734_00_1155: FAIL
  scene0802_00_375: FAIL
scene0741_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0741_00/scene0741_00_2070_sub.bin
  scene0747_00_105: FAIL
  scene0757_00_1590: FAIL
  scene0725_00_0: FAIL
scene0742_00_225: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0742_00/scene0742_00_225_sub.bin
  scene0724_00_0: FAIL
  scene0735_00_0: FAIL
  scene0777_00_975: FAIL
scene0742_00_405: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0742_00/scene0742_00_405_sub.bin
  scene0775_00_450: FAIL
  scene0724_00_0: FAIL
  scene0787_00_1005: FAIL
scene0742_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0742_00/scene0742_00_465_sub.bin
  scene0731_00_0: FAIL
  scene0730_00_0: FAIL
  scene0712_00_0: FAIL
scene0742_00_570: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0742_00/scene0742_00_570_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0762_00_1020: FAIL
scene0742_00_690: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0742_00/scene0742_00_690_sub.bin
  scene0742_00_0: 0.21768345687271365 SUCCESS
scene0743_00_75: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_75_sub.bin
  scene0756_00_0: FAIL
  scene0755_00_600: FAIL
  scene0711_00_0: FAIL
scene0743_00_300: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_300_sub.bin
  scene0754_00_2550: FAIL
  scene0761_00_2595: FAIL
  scene0779_00_0: FAIL
scene0743_00_390: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_390_sub.bin
  scene0742_00_0: FAIL
  scene0710_00_0: FAIL
  scene0792_00_0: FAIL
scene0743_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_465_sub.bin
  scene0756_00_0: FAIL
  scene0797_00_0: FAIL
  scene0716_00_480: FAIL
scene0743_00_540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_540_sub.bin
  scene0781_00_1620: FAIL
  scene0787_00_2370: FAIL
  scene0733_00_0: FAIL
scene0743_00_585: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_585_sub.bin
  scene0802_00_375: FAIL
  scene0795_00_0: FAIL
  scene0788_00_0: FAIL
scene0743_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_750_sub.bin
  scene0712_00_0: FAIL
  scene0763_00_0: FAIL
  scene0731_00_0: FAIL
scene0743_00_840: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_840_sub.bin
  scene0743_00_0: 2.624147936061184 SUCCESS
scene0743_00_960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_960_sub.bin
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
  scene0768_00_0: FAIL
scene0743_00_1020: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1020_sub.bin
  scene0708_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0790_00_0: FAIL
scene0743_00_1065: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1065_sub.bin
  scene0762_00_0: FAIL
  scene0757_00_2535: FAIL
  scene0716_00_570: FAIL
scene0743_00_1155: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1155_sub.bin
  scene0780_00_1215: FAIL
  scene0717_00_150: FAIL
  scene0788_00_870: FAIL
scene0743_00_1260: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1260_sub.bin
  scene0785_00_1035: FAIL
  scene0734_00_1905: FAIL
  scene0717_00_150: FAIL
scene0743_00_1320: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1320_sub.bin
  scene0777_00_975: FAIL
  scene0724_00_0: FAIL
  scene0736_00_0: FAIL
scene0743_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1380_sub.bin
  scene0757_00_0: FAIL
  scene0762_00_1020: FAIL
  scene0757_00_4050: FAIL
scene0743_00_1410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1410_sub.bin
  scene0746_00_0: FAIL
  scene0803_00_990: FAIL
  scene0779_00_0: FAIL
scene0743_00_1485: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1485_sub.bin
  scene0731_00_0: FAIL
  scene0730_00_0: FAIL
  scene0712_00_0: FAIL
scene0743_00_1605: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1605_sub.bin
  scene0733_00_810: FAIL
  scene0769_00_0: FAIL
  scene0793_00_630: FAIL
scene0743_00_1725: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0743_00/scene0743_00_1725_sub.bin
  scene0724_00_0: FAIL
  scene0775_00_450: FAIL
  scene0787_00_1005: FAIL
scene0744_00_75: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_75_sub.bin
  scene0714_00_0: FAIL
  scene0788_00_180: FAIL
  scene0791_00_0: FAIL
scene0744_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_90_sub.bin
  scene0747_00_3240: FAIL
  scene0806_00_0: FAIL
  scene0718_00_270: FAIL
scene0744_00_105: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_105_sub.bin
  scene0747_00_3240: FAIL
  scene0806_00_0: FAIL
  scene0718_00_270: FAIL
scene0744_00_255: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_255_sub.bin
  scene0744_00_210: 0.5809641931586418 SUCCESS
scene0744_00_300: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_300_sub.bin
  scene0777_00_435: FAIL
  scene0802_00_930: FAIL
  scene0770_00_870: FAIL
scene0744_00_345: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_345_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
scene0744_00_435: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_435_sub.bin
  scene0777_00_975: FAIL
  scene0736_00_0: FAIL
  scene0724_00_0: FAIL
scene0744_00_540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_540_sub.bin
  scene0733_00_0: FAIL
  scene0788_00_180: FAIL
  scene0770_00_870: FAIL
scene0744_00_660: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_660_sub.bin
  scene0733_00_0: FAIL
  scene0748_00_0: FAIL
  scene0787_00_2370: FAIL
scene0744_00_720: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_720_sub.bin
  scene0781_00_0: FAIL
  scene0744_00_765: 0.9293689999626452 SUCCESS
scene0744_00_810: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_810_sub.bin
  scene0747_00_0: FAIL
  scene0784_00_0: FAIL
  scene0785_00_735: FAIL
scene0744_00_885: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_885_sub.bin
  scene0786_00_0: FAIL
  scene0768_00_1095: FAIL
  scene0805_00_300: FAIL
scene0744_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_915_sub.bin
  scene0791_00_0: FAIL
  scene0786_00_0: FAIL
  scene0733_00_0: FAIL
scene0744_00_945: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_945_sub.bin
  scene0714_00_0: FAIL
  scene0805_00_300: FAIL
  scene0733_00_0: FAIL
scene0744_00_1005: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1005_sub.bin
  scene0788_00_180: FAIL
  scene0787_00_2370: FAIL
  scene0733_00_0: FAIL
scene0744_00_1035: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1035_sub.bin
  scene0788_00_180: FAIL
  scene0718_00_270: FAIL
  scene0722_00_165: FAIL
scene0744_00_1080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1080_sub.bin
  scene0744_00_210: 3.290118404120898 FAIL
  scene0708_00_285: FAIL
  scene0776_00_1020: FAIL
scene0744_00_1215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1215_sub.bin
  scene0787_00_2370: FAIL
  scene0747_00_3240: FAIL
  scene0788_00_180: FAIL
scene0744_00_1260: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1260_sub.bin
  scene0776_00_0: FAIL
  scene0787_00_2370: FAIL
  scene0788_00_180: FAIL
scene0744_00_1275: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1275_sub.bin
  scene0776_00_0: FAIL
  scene0787_00_2370: FAIL
  scene0788_00_180: FAIL
scene0744_00_1305: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1305_sub.bin
  scene0805_00_300: FAIL
  scene0718_00_0: FAIL
  scene0759_00_195: FAIL
scene0744_00_1350: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1350_sub.bin
  scene0805_00_300: FAIL
  scene0780_00_840: FAIL
  scene0786_00_0: FAIL
scene0744_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1380_sub.bin
  scene0786_00_0: FAIL
  scene0755_00_0: FAIL
  scene0805_00_300: FAIL
scene0744_00_1410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1410_sub.bin
  scene0768_00_1095: FAIL
  scene0748_00_0: FAIL
  scene0786_00_0: FAIL
scene0744_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1455_sub.bin
  scene0791_00_0: FAIL
  scene0738_00_465: FAIL
  scene0748_00_0: FAIL
scene0744_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1515_sub.bin
  scene0801_00_0: FAIL
  scene0781_00_0: FAIL
  scene0798_00_195: FAIL
scene0744_00_1800: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1800_sub.bin
  scene0780_00_0: FAIL
  scene0708_00_0: FAIL
  scene0717_00_0: FAIL
scene0744_00_1845: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1845_sub.bin
  scene0774_00_0: FAIL
  scene0759_00_195: FAIL
  scene0780_00_0: FAIL
scene0744_00_1890: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1890_sub.bin
  scene0793_00_1950: FAIL
  scene0758_00_315: FAIL
  scene0716_00_180: FAIL
scene0744_00_1980: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_1980_sub.bin
  scene0753_00_795: FAIL
  scene0709_00_0: FAIL
  scene0758_00_315: FAIL
scene0744_00_2010: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2010_sub.bin
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
  scene0779_00_0: FAIL
scene0744_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2070_sub.bin
  scene0759_00_195: FAIL
  scene0733_00_1275: FAIL
  scene0774_00_0: FAIL
scene0744_00_2085: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2085_sub.bin
  scene0755_00_0: FAIL
  scene0788_00_870: FAIL
  scene0776_00_0: FAIL
scene0744_00_2130: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2130_sub.bin
  scene0780_00_840: FAIL
  scene0715_00_0: FAIL
  scene0768_00_1095: FAIL
scene0744_00_2160: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2160_sub.bin
  scene0791_00_0: FAIL
  scene0747_00_3240: FAIL
  scene0714_00_0: FAIL
scene0744_00_2190: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2190_sub.bin
  scene0744_00_210: 2.568886536267225 SUCCESS
scene0744_00_2265: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2265_sub.bin
  scene0744_00_210: 1.880619826933537 SUCCESS
scene0744_00_2280: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2280_sub.bin
  scene0776_00_570: FAIL
  scene0717_00_150: FAIL
  scene0802_00_930: FAIL
scene0744_00_2310: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2310_sub.bin
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
  scene0785_00_735: FAIL
scene0744_00_2370: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2370_sub.bin
  scene0708_00_0: FAIL
  scene0795_00_0: FAIL
  scene0709_00_0: FAIL
scene0744_00_2415: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2415_sub.bin
  scene0761_00_2040: FAIL
  scene0718_00_0: FAIL
  scene0796_00_615: FAIL
scene0744_00_2475: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2475_sub.bin
  scene0714_00_0: FAIL
  scene0733_00_0: FAIL
  scene0788_00_180: FAIL
scene0744_00_2520: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2520_sub.bin
  scene0780_00_0: FAIL
  scene0717_00_0: FAIL
  scene0796_00_0: FAIL
scene0744_00_2550: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2550_sub.bin
  scene0805_00_300: FAIL
  scene0796_00_0: FAIL
  scene0752_00_0: FAIL
scene0744_00_2565: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2565_sub.bin
  scene0776_00_0: FAIL
  scene0787_00_2370: FAIL
  scene0788_00_180: FAIL
scene0744_00_2580: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2580_sub.bin
  scene0793_00_1035: FAIL
  scene0744_00_210: 2.8836924177318077 SUCCESS
scene0744_00_2655: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2655_sub.bin
  scene0799_00_255: FAIL
  scene0744_00_210: 3.2974870282702438 FAIL
  scene0734_00_0: FAIL
scene0744_00_2700: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2700_sub.bin
  scene0738_00_465: FAIL
  scene0781_00_1620: FAIL
  scene0793_00_1245: FAIL
scene0744_00_2745: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2745_sub.bin
  scene0781_00_1620: FAIL
  scene0791_00_1290: FAIL
  scene0793_00_1245: FAIL
scene0744_00_2805: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2805_sub.bin
  scene0796_00_615: FAIL
  scene0781_00_1620: FAIL
  scene0799_00_255: FAIL
scene0744_00_2850: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2850_sub.bin
  scene0759_00_195: FAIL
  scene0718_00_0: FAIL
  scene0720_00_0: FAIL
scene0744_00_2895: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2895_sub.bin
  scene0761_00_2040: FAIL
  scene0720_00_0: FAIL
  scene0718_00_0: FAIL
scene0744_00_2925: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2925_sub.bin
  scene0720_00_0: FAIL
  scene0799_00_645: FAIL
  scene0761_00_0: FAIL
scene0744_00_2955: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_2955_sub.bin
  scene0744_00_210: 1.6020037803749558 SUCCESS
scene0744_00_3060: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_3060_sub.bin
  scene0744_00_210: 2.1332683210145458 SUCCESS
scene0744_00_3090: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0744_00/scene0744_00_3090_sub.bin
  scene0744_00_210: 1.4161226866198633 SUCCESS
scene0745_00_135: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_135_sub.bin
  scene0724_00_0: FAIL
  scene0777_00_975: FAIL
  scene0775_00_450: FAIL
scene0745_00_300: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_300_sub.bin
  scene0797_00_0: FAIL
  scene0756_00_0: FAIL
  scene0716_00_480: FAIL
scene0745_00_345: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_345_sub.bin
  scene0752_00_240: FAIL
  scene0780_00_300: FAIL
  scene0711_00_0: FAIL
scene0745_00_420: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_420_sub.bin
  scene0711_00_315: FAIL
  scene0710_00_0: FAIL
  scene0745_00_0: 0.4888293612969495 SUCCESS
scene0745_00_480: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_480_sub.bin
  scene0789_00_0: FAIL
  scene0777_00_0: FAIL
  scene0734_00_1905: FAIL
scene0745_00_540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_540_sub.bin
  scene0773_00_0: FAIL
  scene0734_00_1905: FAIL
  scene0717_00_150: FAIL
scene0745_00_630: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_630_sub.bin
  scene0746_00_0: FAIL
  scene0803_00_990: FAIL
  scene0716_00_0: FAIL
scene0745_00_705: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_705_sub.bin
  scene0757_00_1590: FAIL
  scene0760_00_420: FAIL
  scene0741_00_0: FAIL
scene0745_00_765: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_765_sub.bin
  scene0777_00_975: FAIL
  scene0736_00_0: FAIL
  scene0724_00_0: FAIL
scene0745_00_825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_825_sub.bin
  scene0787_00_2370: FAIL
  scene0733_00_1275: FAIL
  scene0759_00_195: FAIL
scene0745_00_855: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_855_sub.bin
  scene0761_00_2040: FAIL
  scene0720_00_0: FAIL
  scene0759_00_195: FAIL
scene0745_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_915_sub.bin
  scene0749_00_2010: FAIL
  scene0758_00_315: FAIL
  scene0780_00_0: FAIL
scene0745_00_990: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_990_sub.bin
  scene0774_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0780_00_0: FAIL
scene0745_00_1080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_1080_sub.bin
  scene0752_00_0: FAIL
  scene0710_00_1425: FAIL
  scene0717_00_150: FAIL
scene0745_00_1140: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_1140_sub.bin
  scene0738_00_465: FAIL
  scene0788_00_180: FAIL
  scene0747_00_3240: FAIL
scene0745_00_1200: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0745_00/scene0745_00_1200_sub.bin
