scene0707_00_60: scans/scene0707_00/pnvlad_pcd/scene0707_00_60_sub.bin
--scene0733_00_1275: FAIL
--scene0783_00_0: FAIL
scene0738_00_1035: scans/scene0738_00/pnvlad_pcd/scene0738_00_1035_sub.bin
--scene0761_00_2040: FAIL
--scene0757_00_1140: FAIL
--scene0744_00_765: FAIL
scene0738_00_1050: scans/scene0738_00/pnvlad_pcd/scene0738_00_1050_sub.bin
--scene0783_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0776_00_0: FAIL
scene0738_00_1065: scans/scene0738_00/pnvlad_pcd/scene0738_00_1065_sub.bin
--scene0761_00_2595: FAIL
--scene0785_00_1035: FAIL
--scene0725_00_0: FAIL
scene0738_00_1140: scans/scene0738_00/pnvlad_pcd/scene0738_00_1140_sub.bin
--scene0755_00_0: FAIL
--scene0744_00_765: FAIL
--scene0761_00_2595: FAIL
scene0738_00_1170: scans/scene0738_00/pnvlad_pcd/scene0738_00_1170_sub.bin
--scene0738_00_465: 1.8857193109934483 SUCCESS
scene0738_00_1200: scans/scene0738_00/pnvlad_pcd/scene0738_00_1200_sub.bin
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0783_00_0: FAIL
scene0738_00_1230: scans/scene0738_00/pnvlad_pcd/scene0738_00_1230_sub.bin
--scene0725_00_0: FAIL
--scene0720_00_0: FAIL
--scene0785_00_735: FAIL
scene0738_00_1245: scans/scene0738_00/pnvlad_pcd/scene0738_00_1245_sub.bin
--scene0761_00_2595: FAIL
--scene0752_00_120: FAIL
--scene0746_00_0: FAIL
scene0738_00_1290: scans/scene0738_00/pnvlad_pcd/scene0738_00_1290_sub.bin
--scene0784_00_0: FAIL
--scene0787_00_0: FAIL
--scene0725_00_0: FAIL
scene0738_00_1305: scans/scene0738_00/pnvlad_pcd/scene0738_00_1305_sub.bin
--scene0738_00_465: 0.964880597228396 SUCCESS
scene0738_00_1320: scans/scene0738_00/pnvlad_pcd/scene0738_00_1320_sub.bin
--scene0795_00_0: FAIL
--scene0760_00_0: FAIL
--scene0757_00_1140: FAIL
scene0738_00_1350: scans/scene0738_00/pnvlad_pcd/scene0738_00_1350_sub.bin
--scene0787_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0748_00_0: FAIL
scene0738_00_1380: scans/scene0738_00/pnvlad_pcd/scene0738_00_1380_sub.bin
--scene0722_00_0: FAIL
--scene0725_00_0: FAIL
--scene0791_00_0: FAIL
scene0738_00_1410: scans/scene0738_00/pnvlad_pcd/scene0738_00_1410_sub.bin
--scene0776_00_570: FAIL
--scene0787_00_0: FAIL
--scene0725_00_0: FAIL
scene0738_00_1425: scans/scene0738_00/pnvlad_pcd/scene0738_00_1425_sub.bin
--scene0738_00_465: 2.596917943006488 SUCCESS
scene0738_00_1455: scans/scene0738_00/pnvlad_pcd/scene0738_00_1455_sub.bin
--scene0757_00_1140: FAIL
--scene0760_00_0: FAIL
--scene0763_00_0: FAIL
scene0738_00_1500: scans/scene0738_00/pnvlad_pcd/scene0738_00_1500_sub.bin
--scene0741_00_0: FAIL
--scene0753_00_0: FAIL
--scene0757_00_1140: FAIL
scene0738_00_1530: scans/scene0738_00/pnvlad_pcd/scene0738_00_1530_sub.bin
--scene0744_00_765: FAIL
--scene0774_00_0: FAIL
--scene0785_00_1035: FAIL
scene0738_00_1575: scans/scene0738_00/pnvlad_pcd/scene0738_00_1575_sub.bin
--scene0730_00_0: FAIL
--scene0751_00_0: FAIL
--scene0767_00_0: FAIL
scene0738_00_1620: scans/scene0738_00/pnvlad_pcd/scene0738_00_1620_sub.bin
--scene0784_00_0: FAIL
--scene0760_00_0: FAIL
--scene0752_00_0: FAIL
scene0738_00_1665: scans/scene0738_00/pnvlad_pcd/scene0738_00_1665_sub.bin
--scene0791_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0776_00_570: FAIL
scene0739_00_90: scans/scene0739_00/pnvlad_pcd/scene0739_00_90_sub.bin
--scene0784_00_900: FAIL
--scene0785_00_0: FAIL
--scene0736_00_0: FAIL
scene0739_00_120: scans/scene0739_00/pnvlad_pcd/scene0739_00_120_sub.bin
--scene0790_00_570: FAIL
--scene0720_00_0: FAIL
--scene0721_00_1200: FAIL
scene0739_00_210: scans/scene0739_00/pnvlad_pcd/scene0739_00_210_sub.bin
--scene0785_00_1035: FAIL
--scene0734_00_1155: FAIL
--scene0761_00_2595: FAIL
scene0739_00_240: scans/scene0739_00/pnvlad_pcd/scene0739_00_240_sub.bin
--scene0784_00_0: FAIL
--scene0782_00_0: FAIL
--scene0708_00_0: FAIL
scene0739_00_300: scans/scene0739_00/pnvlad_pcd/scene0739_00_300_sub.bin
--scene0736_00_0: FAIL
--scene0752_00_120: FAIL
--scene0793_00_630: FAIL
scene0739_00_360: scans/scene0739_00/pnvlad_pcd/scene0739_00_360_sub.bin
--scene0785_00_735: FAIL
--scene0733_00_810: FAIL
--scene0803_00_0: FAIL
scene0739_00_390: scans/scene0739_00/pnvlad_pcd/scene0739_00_390_sub.bin
--scene0757_00_1140: FAIL
--scene0711_00_0: FAIL
--scene0760_00_0: FAIL
scene0739_00_435: scans/scene0739_00/pnvlad_pcd/scene0739_00_435_sub.bin
--scene0736_00_0: FAIL
--scene0752_00_120: FAIL
--scene0752_00_240: FAIL
scene0739_00_525: scans/scene0739_00/pnvlad_pcd/scene0739_00_525_sub.bin
--scene0790_00_0: FAIL
--scene0778_00_0: FAIL
--scene0773_00_0: FAIL
scene0739_00_630: scans/scene0739_00/pnvlad_pcd/scene0739_00_630_sub.bin
--scene0720_00_0: FAIL
--scene0775_00_450: FAIL
--scene0744_00_765: FAIL
scene0739_00_705: scans/scene0739_00/pnvlad_pcd/scene0739_00_705_sub.bin
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
--scene0801_00_0: FAIL
scene0739_00_780: scans/scene0739_00/pnvlad_pcd/scene0739_00_780_sub.bin
--scene0780_00_1215: FAIL
--scene0717_00_150: FAIL
--scene0774_00_0: FAIL
scene0739_00_885: scans/scene0739_00/pnvlad_pcd/scene0739_00_885_sub.bin
--scene0753_00_0: FAIL
--scene0738_00_465: FAIL
--scene0731_00_0: FAIL
scene0739_00_1005: scans/scene0739_00/pnvlad_pcd/scene0739_00_1005_sub.bin
--scene0720_00_0: FAIL
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
scene0739_00_1035: scans/scene0739_00/pnvlad_pcd/scene0739_00_1035_sub.bin
--scene0757_00_1140: FAIL
--scene0763_00_0: FAIL
--scene0797_00_0: FAIL
scene0739_00_1110: scans/scene0739_00/pnvlad_pcd/scene0739_00_1110_sub.bin
--scene0707_00_0: FAIL
--scene0785_00_735: FAIL
--scene0746_00_165: FAIL
scene0739_00_1230: scans/scene0739_00/pnvlad_pcd/scene0739_00_1230_sub.bin
--scene0752_00_120: FAIL
--scene0748_00_0: FAIL
--scene0763_00_0: FAIL
scene0739_00_1395: scans/scene0739_00/pnvlad_pcd/scene0739_00_1395_sub.bin
--scene0752_00_120: FAIL
--scene0747_00_240: FAIL
--scene0757_00_1140: FAIL
scene0739_00_1545: scans/scene0739_00/pnvlad_pcd/scene0739_00_1545_sub.bin
--scene0744_00_765: FAIL
--scene0783_00_0: FAIL
--scene0788_00_0: FAIL
scene0739_00_1560: scans/scene0739_00/pnvlad_pcd/scene0739_00_1560_sub.bin
--scene0752_00_120: FAIL
--scene0761_00_2595: FAIL
--scene0736_00_0: FAIL
scene0739_00_1605: scans/scene0739_00/pnvlad_pcd/scene0739_00_1605_sub.bin
--scene0757_00_1140: FAIL
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
scene0739_00_1695: scans/scene0739_00/pnvlad_pcd/scene0739_00_1695_sub.bin
--scene0746_00_0: FAIL
--scene0744_00_210: FAIL
--scene0785_00_0: FAIL
scene0739_00_1815: scans/scene0739_00/pnvlad_pcd/scene0739_00_1815_sub.bin
--scene0747_00_2325: FAIL
--scene0784_00_0: FAIL
--scene0738_00_0: FAIL
scene0739_00_2115: scans/scene0739_00/pnvlad_pcd/scene0739_00_2115_sub.bin
--scene0776_00_570: FAIL
--scene0733_00_1275: FAIL
--scene0708_00_0: FAIL
scene0739_00_2145: scans/scene0739_00/pnvlad_pcd/scene0739_00_2145_sub.bin
--scene0746_00_165: FAIL
--scene0725_00_0: FAIL
--scene0787_00_0: FAIL
scene0739_00_2220: scans/scene0739_00/pnvlad_pcd/scene0739_00_2220_sub.bin
--scene0747_00_2325: FAIL
--scene0735_00_0: FAIL
--scene0746_00_165: FAIL
scene0739_00_2370: scans/scene0739_00/pnvlad_pcd/scene0739_00_2370_sub.bin
--scene0759_00_0: FAIL
--scene0803_00_990: FAIL
--scene0785_00_1035: FAIL
scene0739_00_2445: scans/scene0739_00/pnvlad_pcd/scene0739_00_2445_sub.bin
--scene0752_00_120: FAIL
--scene0736_00_0: FAIL
--scene0761_00_2595: FAIL
scene0739_00_2670: scans/scene0739_00/pnvlad_pcd/scene0739_00_2670_sub.bin
--scene0761_00_2040: FAIL
--scene0784_00_900: FAIL
--scene0720_00_0: FAIL
scene0739_00_2790: scans/scene0739_00/pnvlad_pcd/scene0739_00_2790_sub.bin
--scene0757_00_1140: FAIL
--scene0785_00_1035: FAIL
--scene0767_00_0: FAIL
scene0739_00_2865: scans/scene0739_00/pnvlad_pcd/scene0739_00_2865_sub.bin
--scene0768_00_1095: FAIL
--scene0747_00_2325: FAIL
--scene0787_00_0: FAIL
scene0739_00_2940: scans/scene0739_00/pnvlad_pcd/scene0739_00_2940_sub.bin
--scene0725_00_0: FAIL
--scene0785_00_1035: FAIL
--scene0748_00_0: FAIL
scene0739_00_2970: scans/scene0739_00/pnvlad_pcd/scene0739_00_2970_sub.bin
--scene0747_00_2325: FAIL
--scene0803_00_990: FAIL
--scene0735_00_0: FAIL
scene0739_00_3000: scans/scene0739_00/pnvlad_pcd/scene0739_00_3000_sub.bin
--scene0768_00_1095: FAIL
--scene0803_00_990: FAIL
--scene0744_00_765: FAIL
scene0739_00_3075: scans/scene0739_00/pnvlad_pcd/scene0739_00_3075_sub.bin
--scene0738_00_0: FAIL
--scene0708_00_0: FAIL
--scene0766_00_0: FAIL
scene0739_00_3165: scans/scene0739_00/pnvlad_pcd/scene0739_00_3165_sub.bin
--scene0757_00_1590: FAIL
--scene0776_00_570: FAIL
--scene0744_00_765: FAIL
scene0739_00_3270: scans/scene0739_00/pnvlad_pcd/scene0739_00_3270_sub.bin
--scene0803_00_990: FAIL
--scene0799_00_645: FAIL
--scene0723_00_0: FAIL
scene0739_00_3390: scans/scene0739_00/pnvlad_pcd/scene0739_00_3390_sub.bin
--scene0785_00_1035: FAIL
--scene0761_00_2040: FAIL
--scene0725_00_0: FAIL
scene0739_00_3765: scans/scene0739_00/pnvlad_pcd/scene0739_00_3765_sub.bin
--scene0738_00_0: FAIL
--scene0713_00_0: FAIL
--scene0749_00_2205: FAIL
scene0739_00_3795: scans/scene0739_00/pnvlad_pcd/scene0739_00_3795_sub.bin
--scene0717_00_150: FAIL
--scene0709_00_405: FAIL
--scene0775_00_915: FAIL
scene0739_00_3840: scans/scene0739_00/pnvlad_pcd/scene0739_00_3840_sub.bin
--scene0767_00_0: FAIL
--scene0753_00_435: FAIL
--scene0754_00_2295: FAIL
scene0739_00_3915: scans/scene0739_00/pnvlad_pcd/scene0739_00_3915_sub.bin
--scene0805_00_300: FAIL
--scene0736_00_4260: FAIL
--scene0767_00_0: FAIL
scene0739_00_4020: scans/scene0739_00/pnvlad_pcd/scene0739_00_4020_sub.bin
--scene0735_00_0: FAIL
--scene0746_00_0: FAIL
--scene0747_00_2325: FAIL
scene0739_00_4035: scans/scene0739_00/pnvlad_pcd/scene0739_00_4035_sub.bin
--scene0783_00_0: FAIL
--scene0747_00_105: FAIL
--scene0757_00_1590: FAIL
scene0739_00_4125: scans/scene0739_00/pnvlad_pcd/scene0739_00_4125_sub.bin
--scene0761_00_2040: FAIL
--scene0746_00_0: FAIL
--scene0780_00_0: FAIL
scene0739_00_4170: scans/scene0739_00/pnvlad_pcd/scene0739_00_4170_sub.bin
--scene0716_00_480: FAIL
--scene0781_00_0: FAIL
--scene0754_00_2295: FAIL
scene0739_00_4230: scans/scene0739_00/pnvlad_pcd/scene0739_00_4230_sub.bin
--scene0762_00_1020: FAIL
--scene0757_00_1140: FAIL
--scene0719_00_345: FAIL
scene0739_00_4245: scans/scene0739_00/pnvlad_pcd/scene0739_00_4245_sub.bin
--scene0775_00_450: FAIL
--scene0738_00_0: FAIL
--scene0757_00_0: FAIL
scene0739_00_4320: scans/scene0739_00/pnvlad_pcd/scene0739_00_4320_sub.bin
--scene0776_00_570: FAIL
--scene0757_00_1590: FAIL
--scene0790_00_570: FAIL
scene0740_00_90: scans/scene0740_00/pnvlad_pcd/scene0740_00_90_sub.bin
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
--scene0785_00_1035: FAIL
scene0740_00_150: scans/scene0740_00/pnvlad_pcd/scene0740_00_150_sub.bin
--scene0785_00_0: FAIL
--scene0785_00_735: FAIL
--scene0768_00_1095: FAIL
scene0740_00_240: scans/scene0740_00/pnvlad_pcd/scene0740_00_240_sub.bin
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0717_00_150: FAIL
scene0740_00_345: scans/scene0740_00/pnvlad_pcd/scene0740_00_345_sub.bin
--scene0720_00_0: FAIL
--scene0717_00_150: FAIL
--scene0785_00_1035: FAIL
scene0740_00_450: scans/scene0740_00/pnvlad_pcd/scene0740_00_450_sub.bin
--scene0763_00_0: FAIL
--scene0746_00_165: FAIL
--scene0745_00_0: FAIL
scene0740_00_495: scans/scene0740_00/pnvlad_pcd/scene0740_00_495_sub.bin
--scene0763_00_0: FAIL
--scene0740_00_525: 0.7351319075913094 SUCCESS
scene0740_00_585: scans/scene0740_00/pnvlad_pcd/scene0740_00_585_sub.bin
--scene0755_00_3030: FAIL
--scene0767_00_0: FAIL
--scene0763_00_0: FAIL
scene0740_00_615: scans/scene0740_00/pnvlad_pcd/scene0740_00_615_sub.bin
--scene0762_00_1020: FAIL
--scene0757_00_0: FAIL
--scene0735_00_0: FAIL
scene0740_00_660: scans/scene0740_00/pnvlad_pcd/scene0740_00_660_sub.bin
--scene0707_00_0: FAIL
--scene0709_00_0: FAIL
--scene0760_00_420: FAIL
scene0740_00_705: scans/scene0740_00/pnvlad_pcd/scene0740_00_705_sub.bin
--scene0760_00_420: FAIL
--scene0712_00_0: FAIL
--scene0734_00_1155: FAIL
scene0740_00_855: scans/scene0740_00/pnvlad_pcd/scene0740_00_855_sub.bin
--scene0744_00_765: FAIL
--scene0768_00_1095: FAIL
--scene0787_00_1005: FAIL
scene0740_00_975: scans/scene0740_00/pnvlad_pcd/scene0740_00_975_sub.bin
--scene0768_00_1095: FAIL
--scene0731_00_0: FAIL
--scene0734_00_1155: FAIL
scene0740_00_1020: scans/scene0740_00/pnvlad_pcd/scene0740_00_1020_sub.bin
--scene0767_00_0: FAIL
--scene0737_00_0: FAIL
--scene0743_00_0: FAIL
scene0740_00_1065: scans/scene0740_00/pnvlad_pcd/scene0740_00_1065_sub.bin
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
--scene0767_00_0: FAIL
scene0740_00_1110: scans/scene0740_00/pnvlad_pcd/scene0740_00_1110_sub.bin
--scene0763_00_0: FAIL
--scene0711_00_0: FAIL
--scene0731_00_0: FAIL
scene0740_00_1155: scans/scene0740_00/pnvlad_pcd/scene0740_00_1155_sub.bin
--scene0763_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0797_00_0: FAIL
scene0740_00_1185: scans/scene0740_00/pnvlad_pcd/scene0740_00_1185_sub.bin
--scene0744_00_765: FAIL
--scene0785_00_735: FAIL
--scene0725_00_0: FAIL
scene0740_00_1215: scans/scene0740_00/pnvlad_pcd/scene0740_00_1215_sub.bin
--scene0707_00_0: FAIL
--scene0767_00_0: FAIL
--scene0747_00_2325: FAIL
scene0740_00_1350: scans/scene0740_00/pnvlad_pcd/scene0740_00_1350_sub.bin
--scene0757_00_0: FAIL
--scene0788_00_0: FAIL
--scene0753_00_795: FAIL
scene0740_00_1365: scans/scene0740_00/pnvlad_pcd/scene0740_00_1365_sub.bin
--scene0760_00_420: FAIL
--scene0717_00_150: FAIL
--scene0775_00_915: FAIL
scene0740_00_1425: scans/scene0740_00/pnvlad_pcd/scene0740_00_1425_sub.bin
--scene0707_00_0: FAIL
--scene0803_00_990: FAIL
--scene0744_00_765: FAIL
scene0740_00_1515: scans/scene0740_00/pnvlad_pcd/scene0740_00_1515_sub.bin
--scene0720_00_0: FAIL
--scene0747_00_2325: FAIL
--scene0785_00_0: FAIL
scene0740_00_1560: scans/scene0740_00/pnvlad_pcd/scene0740_00_1560_sub.bin
--scene0752_00_0: FAIL
--scene0745_00_0: FAIL
--scene0782_00_885: FAIL
scene0740_00_1650: scans/scene0740_00/pnvlad_pcd/scene0740_00_1650_sub.bin
--scene0734_00_1155: FAIL
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
scene0740_00_1755: scans/scene0740_00/pnvlad_pcd/scene0740_00_1755_sub.bin
--scene0707_00_0: FAIL
--scene0788_00_0: FAIL
--scene0784_00_0: FAIL
scene0740_00_1815: scans/scene0740_00/pnvlad_pcd/scene0740_00_1815_sub.bin
--scene0767_00_0: FAIL
--scene0785_00_735: FAIL
--scene0724_00_0: FAIL
scene0740_00_1875: scans/scene0740_00/pnvlad_pcd/scene0740_00_1875_sub.bin
--scene0744_00_765: FAIL
--scene0785_00_735: FAIL
--scene0726_00_0: FAIL
scene0740_00_1935: scans/scene0740_00/pnvlad_pcd/scene0740_00_1935_sub.bin
--scene0752_00_120: FAIL
--scene0761_00_2595: FAIL
--scene0763_00_0: FAIL
scene0740_00_2100: scans/scene0740_00/pnvlad_pcd/scene0740_00_2100_sub.bin
--scene0734_00_1155: FAIL
--scene0763_00_0: FAIL
--scene0707_00_0: FAIL
scene0740_00_2190: scans/scene0740_00/pnvlad_pcd/scene0740_00_2190_sub.bin
--scene0776_00_570: FAIL
--scene0788_00_0: FAIL
--scene0753_00_435: FAIL
scene0740_00_2250: scans/scene0740_00/pnvlad_pcd/scene0740_00_2250_sub.bin
--scene0757_00_1590: FAIL
--scene0734_00_1155: FAIL
--scene0785_00_735: FAIL
scene0740_00_2295: scans/scene0740_00/pnvlad_pcd/scene0740_00_2295_sub.bin
--scene0763_00_0: FAIL
--scene0748_00_0: FAIL
--scene0801_00_0: FAIL
scene0740_00_2385: scans/scene0740_00/pnvlad_pcd/scene0740_00_2385_sub.bin
--scene0763_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0767_00_0: FAIL
scene0740_00_2490: scans/scene0740_00/pnvlad_pcd/scene0740_00_2490_sub.bin
--scene0738_00_0: FAIL
--scene0787_00_0: FAIL
--scene0740_00_525: 0.325590912587032 SUCCESS
scene0741_00_60: scans/scene0741_00/pnvlad_pcd/scene0741_00_60_sub.bin
--scene0737_00_0: FAIL
--scene0760_00_0: FAIL
--scene0725_00_0: FAIL
scene0741_00_135: scans/scene0741_00/pnvlad_pcd/scene0741_00_135_sub.bin
--scene0777_00_975: FAIL
--scene0782_00_885: FAIL
--scene0757_00_0: FAIL
scene0741_00_195: scans/scene0741_00/pnvlad_pcd/scene0741_00_195_sub.bin
--scene0777_00_975: FAIL
--scene0709_00_0: FAIL
--scene0760_00_0: FAIL
scene0741_00_270: scans/scene0741_00/pnvlad_pcd/scene0741_00_270_sub.bin
--scene0721_00_1200: FAIL
--scene0720_00_0: FAIL
--scene0785_00_1035: FAIL
scene0741_00_360: scans/scene0741_00/pnvlad_pcd/scene0741_00_360_sub.bin
--scene0774_00_0: FAIL
--scene0747_00_105: FAIL
--scene0761_00_0: FAIL
scene0741_00_420: scans/scene0741_00/pnvlad_pcd/scene0741_00_420_sub.bin
--scene0731_00_0: FAIL
--scene0785_00_735: FAIL
--scene0757_00_2535: FAIL
scene0741_00_465: scans/scene0741_00/pnvlad_pcd/scene0741_00_465_sub.bin
--scene0757_00_1140: FAIL
--scene0797_00_255: FAIL
--scene0758_00_0: FAIL
scene0741_00_510: scans/scene0741_00/pnvlad_pcd/scene0741_00_510_sub.bin
--scene0725_00_0: FAIL
--scene0758_00_0: FAIL
--scene0731_00_0: FAIL
scene0741_00_540: scans/scene0741_00/pnvlad_pcd/scene0741_00_540_sub.bin
--scene0745_00_0: FAIL
--scene0787_00_0: FAIL
--scene0743_00_0: FAIL
scene0741_00_630: scans/scene0741_00/pnvlad_pcd/scene0741_00_630_sub.bin
--scene0709_00_735: FAIL
--scene0754_00_2295: FAIL
--scene0801_00_0: FAIL
scene0741_00_720: scans/scene0741_00/pnvlad_pcd/scene0741_00_720_sub.bin
--scene0707_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0711_00_0: FAIL
scene0741_00_780: scans/scene0741_00/pnvlad_pcd/scene0741_00_780_sub.bin
--scene0735_00_0: FAIL
--scene0731_00_0: FAIL
--scene0767_00_0: FAIL
scene0741_00_870: scans/scene0741_00/pnvlad_pcd/scene0741_00_870_sub.bin
--scene0784_00_0: FAIL
--scene0760_00_0: FAIL
--scene0743_00_0: FAIL
scene0741_00_915: scans/scene0741_00/pnvlad_pcd/scene0741_00_915_sub.bin
--scene0741_00_0: 1.699237741656776 SUCCESS
scene0741_00_960: scans/scene0741_00/pnvlad_pcd/scene0741_00_960_sub.bin
--scene0767_00_0: FAIL
--scene0756_00_1650: FAIL
--scene0758_00_0: FAIL
scene0741_00_1005: scans/scene0741_00/pnvlad_pcd/scene0741_00_1005_sub.bin
--scene0720_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0782_00_885: FAIL
scene0741_00_1035: scans/scene0741_00/pnvlad_pcd/scene0741_00_1035_sub.bin
--scene0709_00_0: FAIL
--scene0782_00_885: FAIL
--scene0761_00_0: FAIL
scene0741_00_1050: scans/scene0741_00/pnvlad_pcd/scene0741_00_1050_sub.bin
--scene0757_00_1140: FAIL
--scene0709_00_735: FAIL
--scene0767_00_0: FAIL
scene0741_00_1095: scans/scene0741_00/pnvlad_pcd/scene0741_00_1095_sub.bin
--scene0764_00_0: FAIL
--scene0730_00_0: FAIL
--scene0745_00_660: FAIL
scene0741_00_1245: scans/scene0741_00/pnvlad_pcd/scene0741_00_1245_sub.bin
--scene0787_00_0: FAIL
--scene0767_00_0: FAIL
--scene0741_00_0: 1.0254833765639308 SUCCESS
scene0741_00_1335: scans/scene0741_00/pnvlad_pcd/scene0741_00_1335_sub.bin
--scene0801_00_0: FAIL
--scene0709_00_0: FAIL
--scene0746_00_0: FAIL
scene0741_00_1395: scans/scene0741_00/pnvlad_pcd/scene0741_00_1395_sub.bin
--scene0707_00_0: FAIL
--scene0738_00_0: FAIL
--scene0722_00_0: FAIL
scene0741_00_1425: scans/scene0741_00/pnvlad_pcd/scene0741_00_1425_sub.bin
--scene0760_00_0: FAIL
--scene0761_00_0: FAIL
--scene0758_00_315: FAIL
scene0741_00_1500: scans/scene0741_00/pnvlad_pcd/scene0741_00_1500_sub.bin
--scene0725_00_0: FAIL
--scene0760_00_0: FAIL
--scene0758_00_0: FAIL
scene0741_00_1575: scans/scene0741_00/pnvlad_pcd/scene0741_00_1575_sub.bin
--scene0711_00_0: FAIL
--scene0780_00_300: FAIL
--scene0751_00_0: FAIL
scene0741_00_1695: scans/scene0741_00/pnvlad_pcd/scene0741_00_1695_sub.bin
--scene0725_00_0: FAIL
--scene0785_00_735: FAIL
--scene0784_00_0: FAIL
scene0741_00_1725: scans/scene0741_00/pnvlad_pcd/scene0741_00_1725_sub.bin
--scene0783_00_0: FAIL
--scene0787_00_0: FAIL
--scene0793_00_1245: FAIL
scene0741_00_1755: scans/scene0741_00/pnvlad_pcd/scene0741_00_1755_sub.bin
--scene0801_00_0: FAIL
--scene0760_00_0: FAIL
--scene0755_00_0: FAIL
scene0741_00_1800: scans/scene0741_00/pnvlad_pcd/scene0741_00_1800_sub.bin
--scene0753_00_0: FAIL
--scene0735_00_0: FAIL
--scene0767_00_0: FAIL
scene0741_00_1890: scans/scene0741_00/pnvlad_pcd/scene0741_00_1890_sub.bin
--scene0788_00_0: FAIL
--scene0744_00_765: FAIL
--scene0755_00_0: FAIL
scene0741_00_1920: scans/scene0741_00/pnvlad_pcd/scene0741_00_1920_sub.bin
--scene0737_00_0: FAIL
--scene0786_00_0: FAIL
--scene0777_00_975: FAIL
scene0741_00_1980: scans/scene0741_00/pnvlad_pcd/scene0741_00_1980_sub.bin
--scene0757_00_1590: FAIL
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
scene0741_00_2010: scans/scene0741_00/pnvlad_pcd/scene0741_00_2010_sub.bin
--scene0707_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0760_00_0: FAIL
scene0741_00_2025: scans/scene0741_00/pnvlad_pcd/scene0741_00_2025_sub.bin
--scene0774_00_0: FAIL
--scene0784_00_0: FAIL
--scene0720_00_0: FAIL
scene0741_00_2070: scans/scene0741_00/pnvlad_pcd/scene0741_00_2070_sub.bin
--scene0760_00_0: FAIL
--scene0803_00_0: FAIL
--scene0736_00_4260: FAIL
scene0742_00_225: scans/scene0742_00/pnvlad_pcd/scene0742_00_225_sub.bin
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
--scene0775_00_915: FAIL
scene0742_00_405: scans/scene0742_00/pnvlad_pcd/scene0742_00_405_sub.bin
--scene0735_00_0: FAIL
--scene0767_00_0: FAIL
--scene0754_00_2295: FAIL
scene0742_00_465: scans/scene0742_00/pnvlad_pcd/scene0742_00_465_sub.bin
--scene0785_00_2970: FAIL
--scene0744_00_765: FAIL
--scene0728_00_0: FAIL
scene0742_00_570: scans/scene0742_00/pnvlad_pcd/scene0742_00_570_sub.bin
--scene0731_00_0: FAIL
--scene0743_00_0: FAIL
--scene0740_00_525: FAIL
scene0742_00_690: scans/scene0742_00/pnvlad_pcd/scene0742_00_690_sub.bin
--scene0725_00_0: FAIL
--scene0717_00_150: FAIL
--scene0733_00_1275: FAIL
scene0743_00_75: scans/scene0743_00/pnvlad_pcd/scene0743_00_75_sub.bin
--scene0758_00_0: FAIL
--scene0801_00_0: FAIL
--scene0805_00_645: FAIL
scene0743_00_300: scans/scene0743_00/pnvlad_pcd/scene0743_00_300_sub.bin
--scene0707_00_0: FAIL
--scene0724_00_0: FAIL
--scene0767_00_0: FAIL
scene0743_00_390: scans/scene0743_00/pnvlad_pcd/scene0743_00_390_sub.bin
--scene0761_00_2595: FAIL
--scene0744_00_765: FAIL
--scene0747_00_105: FAIL
scene0743_00_465: scans/scene0743_00/pnvlad_pcd/scene0743_00_465_sub.bin
--scene0735_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0712_00_0: FAIL
scene0743_00_540: scans/scene0743_00/pnvlad_pcd/scene0743_00_540_sub.bin
--scene0757_00_1140: FAIL
--scene0760_00_0: FAIL
--scene0782_00_0: FAIL
scene0743_00_585: scans/scene0743_00/pnvlad_pcd/scene0743_00_585_sub.bin
--scene0783_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0744_00_765: FAIL
scene0743_00_750: scans/scene0743_00/pnvlad_pcd/scene0743_00_750_sub.bin
--scene0745_00_660: FAIL
--scene0712_00_0: FAIL
--scene0779_00_0: FAIL
scene0743_00_840: scans/scene0743_00/pnvlad_pcd/scene0743_00_840_sub.bin
--scene0797_00_0: FAIL
--scene0763_00_0: FAIL
--scene0768_00_1095: FAIL
scene0743_00_960: scans/scene0743_00/pnvlad_pcd/scene0743_00_960_sub.bin
--scene0775_00_450: FAIL
--scene0761_00_2040: FAIL
--scene0744_00_765: FAIL
scene0743_00_1020: scans/scene0743_00/pnvlad_pcd/scene0743_00_1020_sub.bin
